URL,Version,Status,OIDs,Name,Title,Descriptino,Used
https://www.charite.de/fhir/digipod/CodeSystem/digipod,null,draft,,DIGIPOD,DIGIPOD,"Concepts required in recommendations that are not defined elsewhere for the project DIGIPOD",
